=== 模型训练开始（使用 train.csv / eval.csv）===
epoch=1/1000 loss=2.102932
epoch=2/1000 loss=1.999615
epoch=3/1000 loss=1.958262
epoch=4/1000 loss=1.933249
epoch=5/1000 loss=1.915348
epoch=6/1000 loss=1.901384
epoch=7/1000 loss=1.889919
epoch=8/1000 loss=1.880189
epoch=9/1000 loss=1.871735
epoch=10/1000 loss=1.864262
